,question,contexts,ground_truth,evolution_type,metadata,episode_done
10,What is the contact information for Member Services at California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n16 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nBecause California Health & Wellness is always working to have the most complete provider \nnetwork to serve all of our Members, please check the Find a Provider tool on our website at \nwww.CAHealthWellness.com to see if new providers have been added. What happens if I don’t choose a PCP? If you do not choose a PCP within 30 days after you enroll, California Health & Wellness will \nchoose a PCP on your behalf. The PCP’s name and phone number will be on your California \nHealth & Wellness Member ID card. If you do not want that PCP, call Member Services at 1-\n877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member \nServices number: 1-877-658-0305) right away to choose another PCP. When and how can I change my PCP? We encourage you to have a close relationship with your PCP. You can change your PCP at any \ntime if: \n \n\uf0b7 You are not satisfied with your PCP’s services \n\uf0b7 You want the same or different PCP as other family members \n\uf0b7 Your PCP is no longer in your area \n\uf0b7 Your PCP does not provide the services you seek because of religious or moral \nreasons  \nYou must notify us when you change your PCP. Before you see another PCP, you must let us \nknow. You can do this by calling Member Services at 1-877-658-0305 (For TTY, contact \nCalifornia Relay by dialing 711 and provide the Member Services number: 1-877-658-0305), \nwriting us a letter or by using the secure online Member health account at \nwww.CAHealthWellness.com. Sometimes your PCP may ask that you be assigned to another PCP.']","Member Services at California Health & Wellness can be contacted at 1-877-658-0305. For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 16, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
11,How can you get a prescription filled at the pharmacy with California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n36 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nHow to Get a Prescription Filled at the Pharmacy: \n \n\uf0b7 Choose a network pharmacy near you. \uf0b7 Bring your prescription to the pharmacy. \uf0b7 Give the prescription to the pharmacy with your California Health & Wellness Member \nID card. This will help the pharmacy fill your prescription.']","To get a prescription filled at the pharmacy with California Health & Wellness, you need to choose a network pharmacy near you, bring your prescription to the pharmacy, and provide the prescription along with your California Health & Wellness Member ID card to the pharmacy for filling.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 36, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
12,What services can the Member Services Department of California Health & Wellness provide to members?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n87 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nSection 9: Resources to Help Answer Your Questions \n \nWe are here to help you. Our Member Services Department will tell you how California Health \n& Wellness works and how to get the care you need. The Member Services call center can help \nyou to: \n \n\uf0b7 Find a PCP \n\uf0b7 Schedule an appointment with your PCP \n\uf0b7 Obtain a new Member ID card \n\uf0b7 Obtain information about covered and non-covered benefits \n\uf0b7 Understand how to file grievance or appeal \n\uf0b7 Obtain a list of health plan providers \n\uf0b7 Report potential fraud issues \n\uf0b7 Request new member materials \n\uf0b7 Obtain information about case management \n  \nCall Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and \nprovide the Member Services number: 1-877-658-0305). We are open Monday through Friday, \nfrom 8 a.m.']","The Member Services Department of California Health & Wellness can provide various services to members, including helping them find a PCP, schedule appointments, obtain a new Member ID card, get information about covered and non-covered benefits, understand how to file grievances or appeals, get a list of health plan providers, report potential fraud issues, request new member materials, obtain information about case management, and more.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 87, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
13,How can I contact California Relay for TTY services?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n21 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nAlways make sure you have a referral from your PCP first. If you have questions about getting a \nreferral, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing \n711 and provide the Member Services number: 1-877-658-0305). When do I need a referral?']","To contact California Relay for TTY services, dial 711 and provide the number 1-877-658-0305.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 21, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
14,When are drugs from a specialty pharmacy covered by California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n38 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nthreatening condition, or when its use is considered safe and effective based on \nmedical research.) \n \nWhat if I need drugs from a specialty pharmacy? Certain drugs are only covered when they are supplied by a specialty pharmacy provider. These \ndrugs require prior approval before your prescription can be filled. The pharmacy will inform \nyour doctor if the drug you need requires prior approval. Pharmacy Home Program \nCalifornia Health & Wellness reviews our members’ prescription history. We do this to make \nsure the pharmacy benefit is being used as it should be and to help keep members safe. If we find that that you filled three (3) prescriptions for narcotic pain medication monthly, \nprescribed by three (3) different prescribers for three (3) straight months, you may get a letter \nfrom California Health & Wellness to let you know that you could be enrolled in the Pharmacy \nHome Program. If you fill three (3) prescriptions for narcotic pain medication monthly, prescribed by three (3) \ndifferent prescribers for the next three (3) straight months, we may assign you to a pharmacy to \nfill all of your non-emergency drugs for 12 months. This will be your Pharmacy Home.']",Certain drugs are only covered when they are supplied by a specialty pharmacy provider and require prior approval before the prescription can be filled. The pharmacy will inform your doctor if the drug you need requires prior approval.,simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 38, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
15,What steps should be taken before contacting the California Department of Managed Health Care regarding a grievance against your health plan?,"["" \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n107 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nrequest, if criteria are met. We will inform you in writing if the review period needs to be \nextended and let you know what additional information is needed. California Health & Wellness \nwill make reasonable efforts to contact you by phone if your appeal is denied. You will also \nreceive a letter telling the reason for the decision and what to do if you don’t like the decision. Getting Help from the Department of Managed Health Care (DMHC) \n \nThe California Department of Managed Health Care is responsible for regulating health care \nservice plans. If you have a grievance against your health plan, you should first telephone your \nhealth plan at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide \nthe 1-877-658-0305 number) and use your health plan's grievance process before contacting the \ndepartment. Utilizing this grievance procedure does not prohibit any potential legal rights or \nremedies that may be available to you. If you need help with a grievance involving an \nemergency, a grievance that has not been satisfactorily resolved by your health plan, or a \ngrievance that has remained unresolved for more than 30 days, you may call the department for \nassistance. You may also be eligible for an Independent Medical Review (IMR). If you are \neligible for IMR, the IMR process will provide an impartial review of medical decisions made by \na health plan related to the medical necessity of a proposed service or treatment, coverage \ndecisions for treatments that are experimental or investigational in nature and payment disputes \nfor emergency or urgent medical services. The department also has a toll-free telephone number \n(1-888-HMO-2219) and a TDD line (1-877-688-9891) for the hearing and speech impaired. The \ndepartment's Internet Web site http://www.hmohelp.ca.gov has complaint forms, IMR \napplication forms and instructions online. You cannot ask for an IMR if you already had a State Fair Hearing on the same issue. For most grievances, members may ask the Department of Managed Health Care (DMHC) for an \nIMR after going through the Plan’s grievance process for 30 days or 3 days for urgent cases. An \nIMR is a review of your case by doctors who are not part of California Health & Wellness. If the \nIMR is decided in your favor, we must give you the service or treatment you asked for.""]","You should first telephone your health plan at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number) and use your health plan's grievance process before contacting the department.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 107, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
16,What information is included in the Member Handbook provided by California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n48 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nService \nCoverage \nDetails and Limitations \nHearing Screenings \nCovered \nMembers age 21 years and \nolder are subject to the state’s \nOptional Benefits Exclusion \n(OBE)coverage guidelines \n  \nOther limitations may apply  \n \nRefer to CCS guidelines for \nMembers under age 21 years \nHIV Testing and Counseling \nCovered \n \nHome and Community Based Services \n(HCBS) – Waiver Programs \nCovered by \nMedi-Cal  \nFee-For-Service \nContact Medi-Cal Fee-for-\nService Program for \ninformation \n \nHome Health Care Services \nCovered \nLimitations may apply  \nHospice Care \nCovered \nLimitations may apply \nHospital Services – Inpatient \nCovered \n \nHospital Services – Outpatient \nCovered \n \nHyperbaric Oxygen Therapy – HBO  \n \nCovered \nLimitations may apply, \ndepending on diagnosis, \nfrequency, and provider type \n \nRefer to CCS guidelines for \nMembers under age 21 years  \nHysterectomy  \nCovered \nNot covered if performed only \nto make a Member \npermanently sterile \nImmunizations (adults and children) \n \nCovered \n \nVaccines For Children \nProgram only for children \n \nOther limitations may apply \nIncontinence Creams and Washes \nCovered \nMembers age 21 years and \nolder are subject to the state’s \n']","The Member Handbook provided by California Health & Wellness includes details and limitations of various services such as hearing screenings, HIV testing and counseling, home and community based services, home health care services, hospice care, hospital services (inpatient and outpatient), hyperbaric oxygen therapy, hysterectomy, immunizations, vaccines for children program, and incontinence creams and washes. It also mentions limitations that may apply to certain services based on diagnosis, frequency, and provider type, as well as specific coverage guidelines for members under 21 years old.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 48, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
17,What options are available for receiving emergency care through California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n111 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n\uf0b7 Receive emergency or urgently needed services outside the California Health & \nWellness network or when authorized by California Health & Wellness. \uf0b7 Receive emergency care whenever necessary and wherever you need it.']","The options available for receiving emergency care through California Health & Wellness include receiving emergency or urgently needed services outside the network or when authorized by California Health & Wellness, as well as receiving emergency care whenever necessary and wherever needed.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 111, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
18,What is the address of California Health & Wellness in Sacramento?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n94 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n\uf0b7 Set a goal to live a healthier lifestyle.']","California Health & Wellness is located at 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 94, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
19,How can a member file a grievance form with California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n104 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n \n\uf0b7 Call Member Services at 1-877-658-0305 (For TTY, contact California Relay by \ndialing 711 and provide the Member Services number: 1-877-658-0305). \uf0b7 Go to our website at: www.CAHealthWellness.com \n \n\uf0b7 Fill out a grievance form at your doctor’s office. \uf0b7 Mail a letter or completed grievance form to:   \n \nCalifornia Health & Wellness \nAppeals and Grievance Coordinator \n1740 Creekside Oaks Drive, Suite 200 \nSacramento, California 95833 \n \n\uf0b7 Fax your grievance to the attention of the Appeals and Grievance Coordinator at 1-\n855-460-1009. Be sure to include: \n \no Your first and last name \no Your Medi-Cal ID number or Member ID number \no Your address and telephone number \no Why you are unhappy. Include the date(s) of service and name of facility if you \nwere not satisfied with the care and or service provided. o What you would like to have happen. If you have any evidence or information that supports your grievance, you may send it to us and \nwe will add it to your case. You may supply this information to California Health & Wellness \nby including it with your grievance. You may also ask to receive copies of any documents that \nCalifornia Health & Wellness used to make the decision about your care, grievance or appeal. What if I want another person to report the complaint for me? If someone else is going to file a grievance for you, we must have your written permission for \nthat person to file your grievance. You can call Member Services at 1-877-658-0305 (For TTY, \ncontact California Relay by dialing 711 and provide the Member Services number: 1-877-658-\n0305) to receive a form or go to www.CAHealthWellness.com. Using this form, you can give \nsomeone else your permission to file a grievance or appeal for you.']","Members can file a grievance form with California Health & Wellness by calling Member Services at 1-877-658-0305, visiting the website at www.CAHealthWellness.com, filling out a grievance form at their doctor's office, mailing a letter or completed grievance form to the Appeals and Grievance Coordinator at 1740 Creekside Oaks Drive, Suite 200, Sacramento, California 95833, or faxing the grievance to 1-855-460-1009. When filing a grievance, members should include their first and last name, Medi-Cal ID number or Member ID number, address, telephone number, reasons for being unhappy, dates of service, name of facility if applicable, desired outcomes, and any supporting evidence or information.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 104, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
20,What is the purpose of the Notice of Action letter from California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n105 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \ndoctor can file a grievance or appeal for you. If you need assistance in completing a grievance or \nan interpreter, please call Member Services at 1-877-658-0305 (For TTY, contact California \nRelay by dialing 711 and provide the Member Services number: 1-877-658-0305). Our Member \nService Representatives, or the Member Services Manager can help you file a grievance. How soon will I hear back from California Health & Wellness? Within five (5) calendar days of receiving your grievance, California Health & Wellness will \nsend a letter to let you know we have your grievance and are working on it. Within 30 calendar \ndays of receiving your grievance, we will send you a letter explaining how your grievance was \nresolved. Filing an Appeal \n \nSometimes California Health & Wellness may make a decision or take an action that affects your \ncare. You will know that California Health & Wellness is taking an action because we will send \nyou a letter. The letter is called a Notice of Action (Action). Actions occur when California Health & Wellness: \n \n\uf0b7 Delays or denies the care requested \n\uf0b7 Decreases the amount of care \n\uf0b7 Ends care that has previously been approved \n \nIf you do not agree with the Action, you may ask for an appeal. An appeal is a request to review \nan Action or decision.']","The purpose of the Notice of Action letter from California Health & Wellness is to inform the member when the organization makes a decision or takes an action that affects their care. This letter is sent in cases where California Health & Wellness delays or denies requested care, decreases approved care, or ends previously approved care. If the member disagrees with the action, they have the right to request an appeal for a review of the decision.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 105, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
21,What services are available for individuals with an intellectual disability through California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n59 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n\uf0b7 Have an intellectual disability (ICF/ID) and need procedures done in a hospital or an \nintermediate care facility. If you are currently receiving BHT services through a Regional Center, the Regional Center will \ncontinue to provide these services until a plan for transition is developed. Further information \nwill be available at that time. You can call California Health &Wellness if you have any questions or ask your Primary Care \nProvider for screening, diagnosis and treatment of ASD. Cost to Member: \n\uf0b7 There is no cost to the Member for these services.']","Individuals with an intellectual disability can receive procedures in a hospital or intermediate care facility through California Health & Wellness. If currently receiving BHT services through a Regional Center, those services will continue until a transition plan is developed. Further information will be provided at that time. Additionally, individuals can contact California Health & Wellness with any questions or ask their Primary Care Provider for screening, diagnosis, and treatment of ASD. These services are provided at no cost to the Member.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 59, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
22,What steps does California Health & Wellness take to ensure quality healthcare for its members?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n99 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n \nSection 12: Providing Quality Care \n \nCalifornia Health & Wellness is committed to providing quality healthcare for you through \ncontinuous monitoring and evaluation of care and services. Our primary goal is to work with \nyou to improve your health and help you manage your care with any illness or disability. Our \nprogram is consistent with National Committee on Quality Assurance (NCQA) as well as state \nand federal regulations. To help promote safe, reliable and quality healthcare, our programs include: \n \n\uf0b7 Conducting a thorough check on practitioners and providers before they are accepted \nas part of the California Health & Wellness provider network \n \n\uf0b7 Monitoring the access that California Health & Wellness Members have to all types \nof healthcare services \n \n\uf0b7 Providing programs and educational items about general healthcare and specific \ndiseases \n \n\uf0b7 Sending reminders to you to get annual tests, such as age- and gender-appropriate \nservices like physicals, cervical cancer screenings and breast cancer screenings \n \n\uf0b7 Investigating your concerns regarding the healthcare you received. If you have a \nconcern about the care you received from your doctor or any service provided by \nCalifornia Health & Wellness, please call Member Services at 1-877-658-0305 (For \nTTY, contact California Relay by dialing 711 and provide the Member Services \nnumber: 1-877-658-0305). California Health & Wellness believes that getting input from Members like you can help make \nthe services and quality of our programs better.']","California Health & Wellness takes several steps to ensure quality healthcare for its members, including conducting thorough checks on practitioners and providers before accepting them into the network, monitoring member access to healthcare services, providing educational programs about general healthcare and specific diseases, sending reminders for annual tests, and investigating member concerns about the care received. These measures are aimed at promoting safe, reliable, and quality healthcare for all members.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 99, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
23,What information can be found in the Member Handbook provided by California Health & Wellness?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n115 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \n\uf0b7 Understand that it is a healthcare provider’s duty to be efficient and fair in caring for \nyou as well as other patients.']",The Member Handbook provided by California Health & Wellness contains information regarding the healthcare provider's duty to be efficient and fair in caring for you as well as other patients.,simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 115, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
24,What services does California Health & Wellness provide to its members?,"['           \n \n                \n \n \n \n \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n1 \n \nWelcome to California Health & Wellness \n \nCongratulations! California Health & Wellness is your new health plan and we are eager to \nserve you. California Health & Wellness gives you choices — from setting up a medical home \nby choosing your primary care provider (PCP) to participating in special programs that help you \nstay healthy. California Health & Wellness is a health plan that works with the State of California to help \ndeliver your Medi-Cal benefits and services. The California Department of Health Care \nServices (DHCS) and California Department of Managed Health Care (DMHC) oversee \nCalifornia Health & Wellness. We want to make sure you get the healthcare you need and the personal attention you deserve. Call us at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the \nMember Services number: 1-877-658-0305) or visit our website at www.CAHealthWellness.com \nfor more information. We are here to serve you!']","California Health & Wellness provides choices to its members, including setting up a medical home by choosing a primary care provider (PCP) and participating in special programs to help members stay healthy. It works with the State of California to deliver Medi-Cal benefits and services, overseen by the California Department of Health Care Services (DHCS) and California Department of Managed Health Care (DMHC). California Health & Wellness aims to ensure members receive the healthcare they need and personal attention they deserve.",simple,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 1, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
