,question,contexts,answer,ground_truth,answer_correctness,answer_relevancy,context_precision,context_recall,faithfulness
10,What is the contact information for Member Services at California Health & Wellness?,"[""# Medi-Cal Member Handbook Combined Evidence of Coverage and Disclosure Form\n\n## 1-877-658-0305\n\n### Welcome to California Health & Wellness\n\nCongratulations! California Health & Wellness is your new health plan and we are eager to serve you. California Health & Wellness gives you choices from setting up a medical home by choosing your primary care provider (PCP) to participating in special programs that help you stay healthy. California Health & Wellness is a health plan that works with the State of California to help deliver your Medi-Cal benefits and services. The California Department of Health Care Services (DHCS) and California Department of Managed Health Care (DMHC) oversee California Health & Wellness. We want to make sure you get the healthcare you need and the personal attention you deserve. Call us at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305) or visit our website at www.CAHealthWellness.com for more information. We are here to serve you! California Health & Wellness complies with applicable federal civil rights laws and does not discriminate on the basis of race, color, national origin, age, disability, or sex. California Health & Wellness does not exclude people or treat them differently because of race, color, national origin, age, disability, or sex. California Health & Wellness: • Provides free aids and services to people with disabilities to communicate effectively with us, such as qualified sign language interpreters and written information in other formats (large print, accessible electronic formats, other formats). • Provides free language services to people whose primary language is not English, such as qualified interpreters and information written in other languages. If you need these services, contact California Health & Wellness' Customer Contact Center at: 1- 877-658-0305 (V/TTY: 711). If you believe that California Health & Wellness has failed to provide these services or discriminated in another way on the basis of race, color, national origin, age, disability, or sex, you can file a grievance by calling the number above and telling them you need help filing a grievance; California Health & Wellness Customer Contact Center is available to help you. California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 1 california health & wellness. You can also file a civil rights complaint with the U.S. Department of Health and Human Services, Office for Civil Rights, electronically through the Office for Civil Rights Complaint Portal, available at https://ocrportal.hhs.gov/ocr/portal/lobby.jsf, or by mail or phone at: U.S. Department of Health and Human Services, 200 Independence Avenue SW, Room 509F, HHH Building, Washington, DC 20201, 1-800–368–1019, (TDD: 1-800–537–7697). Complaint forms are available at http://www.hhs.gov/ocr/office/file/index.html.About Your Member Handbook""]","The contact information for Member Services at California Health & Wellness is 1-877-658-0305. You can also reach them through their website at www.CAHealthWellness.com.  If you need assistance with a TTY, you can contact California Relay by dialing 711 and providing the Member Services number. 
","Member Services at California Health & Wellness can be contacted at 1-877-658-0305. For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305.",0.7459950475388569,0.9999999999999994,0.9999999999,1.0,1.0
11,How can you get a prescription filled at the pharmacy with California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## How to Get a Prescription Filled at the Pharmacy:\n\nChoose a network pharmacy near you. • • Bring your prescription to the pharmacy. • Give the prescription to the pharmacy with your California Health & Wellness Member ID card. This will help the pharmacy fill your prescription. • Make sure you give the pharmacy your correct address and phone number. • Make sure the pharmacy knows about all medications you are taking and any allergies • you have to any medicine. If you have any questions about your prescriptions(s), make sure you ask the pharmacist.\n\n### For New Prescriptions:\n\nIf you are filling a prescription for the first time, you must get your prescribed drugs from a pharmacy that works with California Health & Wellness. California Health & Wellness provides prescriptions for our Members through pharmacies that are contracted with US Script. You can find a list of pharmacies and their hours of operation in the California Health & Wellness printed Provider Directory or to find pharmacies near you, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877- 658-0305). You can also search for pharmacies near you and their hours of operation by using the Find a Provider tool at www.CAHealthWellness.com.\n\n### For Prescription Refills:\n\nCalifornia Health & Wellness allows a 30-day supply of your prescription drugs at a time. You can get a 90-day supply of oral contraceptives at a time. For refills of your covered medications, you can go to a pharmacy that works with California Health & Wellness.\n\n## When do I need approval for a prescription to be filled?\n\nSome drugs on the PDL have limits or require prior approval before your prescription can be filled. Drugs not on the PDL also require a prior approval. If your doctor feels you have a medical reason to get the drug, they can ask California Health & Wellness for coverageCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com36']","To get a prescription filled with California Health & Wellness, you need to choose a network pharmacy near you. Bring your prescription and your California Health & Wellness Member ID card to the pharmacy. Make sure to provide your correct address and phone number, and inform the pharmacy about all medications you are taking and any allergies you have. If you have any questions about your prescriptions, ask the pharmacist. 
","To get a prescription filled at the pharmacy with California Health & Wellness, you need to choose a network pharmacy near you, bring your prescription to the pharmacy, and provide the prescription along with your California Health & Wellness Member ID card to the pharmacy for filling.",0.6962974140789524,0.9731088075196329,0.9999999999,1.0,1.0
12,What services can the Member Services Department of California Health & Wellness provide to members?,"[""# Section 16: Definitions\n\nHere are some of the terms used in this handbook:\n\n## Acute\n\nA medical condition that happens suddenly, that requires fast medical attention, and that does not last for an extended time period\n\n## Approval or Authorization\n\nYour PCP must get approval from California Health & Wellness before you get certain services. California Health & Wellness will only approve the services you need. California Health & Wellness will not approve services by non-network providers if we believe you can get comparable or more appropriate services through California Health & Wellness providers. A referral is not an approval. You must get approval from California Health & Wellness.\n\n## California Health & Wellness\n\nA managed care organization contracted by the State of California to provide care to Medi-Cal recipients\n\n## California Children's Services (CCS)\n\nA medical program that treats children with certain physically handicapping conditions and who need specialized medical care\n\n## California Health and Disability Prevention (CHDP)\n\nA public health program that reimburses healthcare providers for early health assessments to detect or prevent disease and disabilities in children and youth (The program wants eligible children and youth to have access to ongoing healthcare. Your PCP can provide CHDP services.)California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com121\n\n## Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n### Case Manager\n\nRegistered nurses or social workers who can help you understand major health problems or arrange care with your providers\n\n### Certified Nurse Midwife\n\nA registered nurse certified as a nurse midwife by the California Board of Registered Nursing who attends cases of normal childbirth (Also provides care for mothers before, during, and after pregnancy, and for the newborn right after birth)\n\n### Complaint or Grievance\n\nWhen a Member or his or her representative expresses dissatisfaction with California Health & Wellness, either verbally or in writing (This includes complaints, disputes and requests for reconsiderations or appeals)\n\n### Contract\n\nThe agreement between California Health & Wellness and DHCS; the DHCS/Health Care Options enrollment applications, the individual Member application and this EOC and any amendments\n\n### Coverage or Covered Service(s) or Benefit(s)\n\nThe healthcare services provided to Members of California Health & Wellness, subject to the terms, conditions, limitations and exclusions of the Medi-Cal Contract and as listed in this EOC and any amendments\n\n### DHCS\n\nWe use DHCS in this EOC to refer to the California Department of Health Care Services. This is the state office that oversees the Medi-Cal program.\n\n### DMHC\n\nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com122""]","The Member Services Department of California Health & Wellness is designed to assist members with a variety of needs related to their health plan. They can help you understand your health plan benefits, answer questions about coverage, and provide guidance on accessing services. Additionally, they can assist with resolving complaints or grievances you may have with the plan. 
","The Member Services Department of California Health & Wellness can provide various services to members, including helping them find a PCP, schedule appointments, obtain a new Member ID card, get information about covered and non-covered benefits, understand how to file grievances or appeals, get a list of health plan providers, report potential fraud issues, request new member materials, obtain information about case management, and more.",0.6545327952733464,0.9907273458679079,0.9999999999,0.0,0.14285714285714285
13,How can I contact California Relay for TTY services?,"['# Section 2: How to Contact Us\n\nIf you have questions about your coverage or need to reach us for any reason, we are here to help you. Below are several important phone numbers to keep handy if you need to reach us. We included some other important phone numbers outside of California Health & Wellness that you may want to keep in mind.\n\n## Main Office Address\n\nCalifornia Health & Wellness 1740 Creekside Oaks Drive, Suite 200 Sacramento, CA 95833\n\n## Normal Business Hours of Operation\n\nMonday through Friday, 8 a.m. to 5 p.m. Pacific Standard Time\n\n## Important Phone Numbers for California Health & Wellness\n\n## Other Important Phone Numbers\n\n_START_OF_TABLE_\nTABLE_IN_MARKDOWN:\n|-|-|\n| California Health & Wellness Member Services. | .1-877-658-0305 |\n| TDD/TTY Line | 1-866-274-6083 |\n| Member Services Fax | 1-877-302-3434 |\n| California Relay Services | 711 |\n| Mental Health Services | 1-877-658-0305 |\n| 24-hour Nurse Line | 1-877-658-0305 |\n\n_END_OF_TABLE_\n\n_START_OF_TABLE_\nTABLE_IN_MARKDOWN:\n|-|-|\n| Non-Emergency Transportation. | 1-866-842-0635 |\n| Emergency Services | Call 911 |\n| Denti-Cal Dental Services. | 1-800-322-6384 |\n| Medi-Cal Managed Care Office of Ombudsman. | 1-888-452-8609 |\n| Department of Managed Health Care | 1-888-HMO-2219 |\n| Department of Managed Health Care TDD .. | ..1-877-688-9891 |\n\n_END_OF_TABLE_\nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 11 california health & wellness.']","To contact California Relay for TTY services, you can dial 711.  You can then provide the California Health & Wellness Member Services number, 1-877-658-0305, to the relay operator. 
","To contact California Relay for TTY services, dial 711 and provide the number 1-877-658-0305.",0.9914780519864262,0.9999982700280686,0.9999999999,1.0,1.0
14,When are drugs from a specialty pharmacy covered by California Health & Wellness?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness threatening condition, or when its use is considered safe and effective based on medical research.)\n\n## What if I need drugs from a specialty pharmacy?\n\nCertain drugs are only covered when they are supplied by a specialty pharmacy provider. These drugs require prior approval before your prescription can be filled. The pharmacy will inform your doctor if the drug you need requires prior approval.\n\n### Pharmacy Home Program\n\nCalifornia Health & Wellness reviews our members' prescription history. We do this to make sure the pharmacy benefit is being used as it should be and to help keep members safe. If we find that that you filled three (3) prescriptions for narcotic pain medication monthly, prescribed by three (3) different prescribers for three (3) straight months, you may get a letter from California Health & Wellness to let you know that you could be enrolled in the Pharmacy Home Program. If you fill three (3) prescriptions for narcotic pain medication monthly, prescribed by three (3) different prescribers for the next three (3) straight months, we may assign you to a pharmacy to fill all of your non-emergency drugs for 12 months. This will be your Pharmacy Home. You may request to change your assigned pharmacy. If you have questions about the Pharmacy Home Program, please call Member Services at 1- 877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305.)\n\n### What is California Children's Services Program?\n\nCalifornia Children's Services (CCS) is a state program for children with certain diseases or health problems. Through this program, children can get the healthcare and services they need. CCS will connect you with doctors and trained health care people who know how to care for your child with special health care needs.\n\n### Qualifying for CCS\n\nChildren quality for the program if they: California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 38""]","Drugs from a specialty pharmacy are covered by California Health & Wellness when they are required for a specific condition and have been approved by the plan.  These drugs require prior approval before your prescription can be filled, and the pharmacy will inform your doctor if the drug you need requires prior approval. 
",Certain drugs are only covered when they are supplied by a specialty pharmacy provider and require prior approval before the prescription can be filled. The pharmacy will inform your doctor if the drug you need requires prior approval.,0.6615134429551238,1.0000000000000004,0.9999999999,1.0,0.5
15,What steps should be taken before contacting the California Department of Managed Health Care regarding a grievance against your health plan?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness request, if criteria are met. We will inform you in writing if the review period needs to be extended and let you know what additional information is needed. California Health & Wellness will make reasonable efforts to contact you by phone if your appeal is denied. You will also receive a letter telling the reason for the decision and what to do if you don't like the decision.\n\n## Getting Help from the Department of Managed Health Care (DMHC)\n\nThe California Department of Managed Health Care is responsible for regulating health care service plans. If you have a grievance against your health plan, you should first telephone your health plan at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number) and use your health plan's grievance process before contacting the department. Utilizing this grievance procedure does not prohibit any potential legal rights or remedies that may be available to you. If you need help with a grievance involving an emergency, a grievance that has not been satisfactorily resolved by your health plan, or a grievance that has remained unresolved for more than 30 days, you may call the department for assistance. You may also be eligible for an Independent Medical Review (IMR). If you are eligible for IMR, the IMR process will provide an impartial review of medical decisions made by a health plan related to the medical necessity of a proposed service or treatment, coverage decisions for treatments that are experimental or investigational in nature and payment disputes for emergency or urgent medical services. The department also has a toll-free telephone number (1-888-HMO-2219) and a TDD line (1-877-688-9891) for the hearing and speech impaired. The department's Internet Web site http://www.hmohelp.ca.gov has complaint forms, IMR application forms and instructions online. You cannot ask for an IMR if you already had a State Fair Hearing on the same issue. For most grievances, members may ask the Department of Managed Health Care (DMHC) for an IMR after going through the Plan's grievance process for 30 days or 3 days for urgent cases. An IMR is a review of your case by doctors who are not part of California Health & Wellness. If the IMR is decided in your favor, we must give you the service or treatment you asked for. You pay no costs for an IMR. An IMR request must be filed within six months of our written response to your grievance.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com107""]","Before contacting the California Department of Managed Health Care (DMHC) regarding a grievance against your health plan, you should first contact California Health & Wellness directly at 1-877-658-0305 and utilize their grievance process. This involves filing a formal complaint with your health plan and allowing them to address your concerns.  You should only contact the DMHC if your grievance remains unresolved after 30 days or if it involves an emergency situation. 
","You should first telephone your health plan at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number) and use your health plan's grievance process before contacting the department.",0.9804639340409508,0.9790480816390207,0.9999999999,1.0,0.8333333333333334
16,What information is included in the Member Handbook provided by California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Section 9: Resources to Help Answer Your Questions\n\nWe are here to help you. Our Member Services Department will tell you how California Health & Wellness works and how to get the care you need. The Member Services call center can help you to: • • Find a PCP Schedule an appointment with your PCP • Obtain a new Member ID card • Obtain information about covered and non-covered benefits • Understand how to file grievance or appeal • Obtain a list of health plan providers • Report potential fraud issues • Request new member materials • Obtain information about case management Call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). We are open Monday through Friday, from 8 a.m. to 5 p.m. Calls received after business hours are sent directly to 24-hour Nurse Line (see 24-hour Nurse Line description below). 24-hour Nurse Line nurses are available 24 hours a day, 7 days a week.\n\n### California Health & Wellness Website\n\nThe California Health & Wellness website can be found at www.CAHealthWellness.com. It has helpful resources and information such as: Member Handbook • • Find a Provider tool • Current news and events • Member self-service features • Online appeal or grievance submission • Commonly used forms • Health education libraryCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 87']","The Member Handbook provided by California Health & Wellness is a comprehensive document that outlines the details of your health plan. It covers important information such as your covered benefits, how to access care, and how to file grievances or appeals. You can find the Member Handbook on the California Health & Wellness website at www.CAHealthWellness.com. 
","The Member Handbook provided by California Health & Wellness includes details and limitations of various services such as hearing screenings, HIV testing and counseling, home and community based services, home health care services, hospice care, hospital services (inpatient and outpatient), hyperbaric oxygen therapy, hysterectomy, immunizations, vaccines for children program, and incontinence creams and washes. It also mentions limitations that may apply to certain services based on diagnosis, frequency, and provider type, as well as specific coverage guidelines for members under 21 years old.",0.5343188567072621,0.9869357154091191,0.9999999999,0.0,0.625
17,What options are available for receiving emergency care through California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness If you are outside of the California Health & Wellness service area and need urgent care, you must call California Health & Wellness within 24 hours of receiving urgent services or as soon as you are able to.\n\n## How do I get emergency care?\n\nIf you think you have a health emergency, call 911. You are not required to call your doctor before you go to the emergency room. Do not use the emergency room for routine (regular) healthcare. California Health & Wellness covers emergency medical services 24 hours a day, 7 days a week, whether provided inside or outside of the California Health & Wellness service area. Emergency services do not need approval from California Health & Wellness and are provided at no cost to you. Emergency services include treatment of an injury or an onset of what reasonably appears to be an emergency medical condition. An emergency arises when the lack of medical attention could be expected to result in jeopardy to your health or, in the case of a pregnant woman, the health of her unborn child. It is okay if the hospital does not belong to the California Health & Wellness network. You can use any hospital if it is an emergency. You or someone acting on your behalf MUST call your PCP and California Health & Wellness within 24 hours of admission or as soon as reasonably possible. This helps your PCP to provide or arrange for any follow-up care that you may need. We will help you get follow-up care. Call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658- 0305).California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com27']","California Health & Wellness covers emergency medical services 24 hours a day, 7 days a week, whether provided inside or outside of the California Health & Wellness service area.  You can use any hospital if it is an emergency.  If you think you have a health emergency, call 911. You are not required to call your doctor before you go to the emergency room. 
","The options available for receiving emergency care through California Health & Wellness include receiving emergency or urgently needed services outside the network or when authorized by California Health & Wellness, as well as receiving emergency care whenever necessary and wherever needed.",0.7860588100978616,0.9318568388099714,0.9999999999,0.5,1.0
18,What is the address of California Health & Wellness in Sacramento?,"[""# california health & wellness.\n\n## california health & wellness.\n\n### Section 1: Six Key Tips\n\nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 8 california health & wellness under the California Health & Wellness program. When you enroll in California Health & Wellness, we will send you a Member ID card 7 calendar days of joining. Tip #6 Contact us if you have any questions We are here for you. If you have questions, please call Member Services at 1- 877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). We are open Monday through Friday, from 8 a.m. to 5 p.m. If you call after business hours, we will send your call directly to our 24-hour Nurse Line. 24-hour Nurse Line is the California Health & Wellness 24-hour medical advice nurse line. Nurses are available 24 hours a day, 7 days a week.Here is an example of your California Health & Wellness Member ID cardFront:Pharmacy Help Desk: 1-844-276-1398 RXBIN: 004336 RXPCN: MCAIDADV RXGROUP: RX5430 • Name california • Medi-Cal ID# health & wellness. • PCP Name • PCP Phone Number • PCP Effective Date • Pharmacy Vendor Information Member Name: Member ID: Effective Date: PCP Name: PCP Phone: John D Doe 0123456789 <PCP Name> <PCP Phone>California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 9 california health & wellness\n\n# Back:\n\n• • Important Member & Provider Phone Numbers Paper Medical Claims Address • Website Address IMPORTANT CONTACT INFORMATION Members Pharmacy: 1-877-658-0305 Member Services: 1-877-658-0305 Vision: 1-877-658-0305 24/7 NurseWise: 1-877-658-0305 Behavioral Health: 1-877-658-0305 Medical Clalms: California Health & Wellness Attn: Claims PO Box 4080 Farmington, MO 63640-3835 If you have an emergency, call 911 or go to the nearest emergency room (ER). Emergency services by a provider not in the plan's network will be covered without prior authorization. Providers: Provider Services & IVR Eligibility Inquiry: 1-877-658-0305 Prior Auth: www.CAHealthWellness.com or 1-877-658-0305 Pharmacy: 1-844-276-1398 Vision: 1-866-921-7961 EDI Clalms - Please submit using payer ID 680047 EFT/RFA please visit: For Providers page at www.CAHealthWellness.com Callfornla Health & Wellness Address: 1740 Creekside Oaks Drive, Suite 200 Sacramento, CA 95833 California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 10 california health & wellness.""]","The address of California Health & Wellness in Sacramento is 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833. This information is provided in the document you shared, which outlines key contact information for the health plan. 
","California Health & Wellness is located at 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833.",0.615466769551617,0.9999999999999997,0.9999999999,1.0,1.0
19,How can a member file a grievance form with California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\n## Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n### Section 13: What to Do If You Are Not Satisfied\n\nWe hope you will always be happy with us and our network providers. If you are not happy, please let us know. California Health & Wellness has steps for handling any problems you may have. California Health & Wellness offers all of our Members the following processes to achieve Member satisfaction: • Grievance Process • Expedited Review Request • Access to State Fair Hearing\n\n_START_OF_TABLE_\nTABLE_IN_MARKDOWN:\n|-|-|\n| What is a grievance? | What is an appeal? |\n| A grievance is a complaint or an expression of dissatisfaction about any matter. | An appeal is when you ask us to review a decision or action (sometimes such a decision is called an “adverse determination""). |\n| Example: You are not happy with the services you received or with how you were | Example: You asked for services and got a |\n| treated. | denial letter. |\n\n_END_OF_TABLE_\nFiling a GrievanceCalifornia Health & Wellness wants to fully resolve your problems or concerns. If you wish to file a complaint, grievance or appeal a decision, the process used to resolve your complaint or appeal is call the Grievance Process. Filing a grievance will not affect your healthcare services or your benefits. A grievance may be filed directly by you or you may appoint another person to act on your behalf. If you want another person to act for you, you must submit a signed release form to allow him or her to act for you. A complaint about services or care must be submitted within 180 calendar days of the occurrence or action about which you were not satisfied.How to File a GrievanceWe want to know your concerns so we can improve our services. Again, filing a grievance will not affect your healthcare services. To file a grievance, you can do any of the following:California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 103']","To file a grievance with California Health & Wellness, you can contact them directly by phone at 1-877-658-0305, by mail at 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833, or online at www.CAHealthWellness.com. You can also appoint another person to file a grievance on your behalf by submitting a signed release form. It's important to note that grievances must be filed within 180 calendar days of the occurrence or action you are dissatisfied with. 
","Members can file a grievance form with California Health & Wellness by calling Member Services at 1-877-658-0305, visiting the website at www.CAHealthWellness.com, filling out a grievance form at their doctor's office, mailing a letter or completed grievance form to the Appeals and Grievance Coordinator at 1740 Creekside Oaks Drive, Suite 200, Sacramento, California 95833, or faxing the grievance to 1-855-460-1009. When filing a grievance, members should include their first and last name, Medi-Cal ID number or Member ID number, address, telephone number, reasons for being unhappy, dates of service, name of facility if applicable, desired outcomes, and any supporting evidence or information.",0.540978757485218,0.9808820104623092,0.9999999999,0.5,1.0
20,What is the purpose of the Notice of Action letter from California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness The DMHC does not require you to go through the Plan\'s grievance process in certain cases. These cases include: • There is a potential loss of life, limb or major bodily function; • Serious pain; or • Immediate and serious deterioration of your health. You can ask for an IMR from the DMHC if California Health & Wellness: ☐ Denies, changes, or delays a service or treatment because it has been determined as not medically necessary. Will not cover an experimental or investigational treatment for a serious medical condition. In this case, you do not have to go through the Plans\' grievance process first. Will not pay for emergency or urgent medical services that you have already received.""\n\n## Getting Help from the Office of the Ombudsman\n\nYou can call the Medi-Cal Managed Care Office of the Ombudsman for help with grievances. The Office of the Ombudsman was created to help Medi-Cal beneficiaries fully use their rights and responsibilities as Members of a managed care plan. To find out more, call toll-free: 1-888- 452-8609.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com108\n\n# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## What if I am still not happy? – Medi-Cal Fair Hearing for Appeals\n\nIf you are not happy with the California Health & Wellness decision, you may ask for a State Fair Hearing: • At the same time that you appeal to California Health & Wellness; • After you have exhausted your appeal rights with California Health & Wellness; or • Instead of appealing to California Health & Wellness. You or your doctor may ask for a State Fair Hearing within 90 calendar days of receiving the Notice of Action or resolution. However, if you and your doctor want to keep the medical service that is going to be reduced or stopped, you must ask for the hearing within 10 calendar days from the date the denial letter was postmarked or personally delivered to you and state that you want to keep getting medical service during the hearing process. To request a State Fair Hearing from Medi-Cal, please call or write to: State Department of Social Services State Hearing Division P.O. Box 944243, Mail Station 19-37 Sacramento, CA 94244-2430 1-800-952-5253California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 109']","The Notice of Action letter from California Health & Wellness is a notification you receive when the health plan has made a decision about a service or treatment you requested. This letter outlines the plan's decision, including whether it was approved, denied, or modified. It also explains your rights to appeal the decision and provides instructions on how to do so. 
","The purpose of the Notice of Action letter from California Health & Wellness is to inform the member when the organization makes a decision or takes an action that affects their care. This letter is sent in cases where California Health & Wellness delays or denies requested care, decreases approved care, or ends previously approved care. If the member disagrees with the action, they have the right to request an appeal for a review of the decision.",0.7729702054972927,0.9731581816521381,0.9999999999,1.0,1.0
21,What services are available for individuals with an intellectual disability through California Health & Wellness?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness • Have an intellectual disability (ICF/ID) and need procedures done in a hospital or an intermediate care facility. If you are currently receiving BHT services through a Regional Center, the Regional Center will continue to provide these services until a plan for transition is developed. Further information will be available at that time. You can call California Health &Wellness if you have any questions or ask your Primary Care Provider for screening, diagnosis and treatment of ASD.\n\n## Cost to Member:\n\n• There is no cost to the Member for these services.\n\n## Blood and Blood Products\n\nWe cover blood and blood products except for the cost of handling blood that someone donates for a specific patient.\n\n## Clinical Trials\n\nWe cover services that are related to a clinical trial at no charge when all of the following are met: • You have been diagnosed with cancer or another life-threatening disease. • You have been accepted into a clinical trial for cancer. • Your physician thinks that the clinical trial will benefit you. • The services are covered in this Member Handbook. • • The clinical trial is to treat your life-threatening condition and not just to find out if a drug is safe. The clinical trial must involve a drug that does not need a new drug application or does not need to be approved by the National Institutes of Health, Food and Drug Administration (FDA), Department of Defense or Department of Veterans Affairs.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 59']","California Health & Wellness covers services for individuals with an intellectual disability (ICF/ID) who need procedures done in a hospital or an intermediate care facility. If you are currently receiving Behavioral Health Treatment (BHT) services through a Regional Center, the Regional Center will continue to provide these services until a plan for transition is developed. You can contact California Health & Wellness if you have any questions or ask your Primary Care Provider for screening, diagnosis and treatment of Autism Spectrum Disorder (ASD). 
","Individuals with an intellectual disability can receive procedures in a hospital or intermediate care facility through California Health & Wellness. If currently receiving BHT services through a Regional Center, those services will continue until a transition plan is developed. Further information will be provided at that time. Additionally, individuals can contact California Health & Wellness with any questions or ask their Primary Care Provider for screening, diagnosis, and treatment of ASD. These services are provided at no cost to the Member.",0.8174053049567713,0.9814830019077286,0.9999999999,0.8,1.0
